date_key,date,product_key,product_type_l,production_units,liters_produced,production_start_ts,production_end_ts,published_efficiency,calculated_efficiency,published_gallons_per_hour,monitored_hours,operating_hours,downtime_hours,time_reconciliation_variance_h,litres_reconciliation_variance
20221221,2022-12-21T00:00:00,P05L,5,2148,10740,2022-12-21T09:55:12,2022-12-21T18:06:38,0.44440819441612167,0.44440819441612167,262.2482298464927,8.190713055555548,3.6400199999999963,4.3599799999999975,0.1907130555555545,0
20221222,2022-12-22T00:00:00,P03L,3,1337,4011,2022-12-22T10:56:45,2022-12-22T17:05:31,0.4162260436890271,0.4162260436890271,217.53535051135873,6.146127499999996,2.5581783333333292,3.4418216666666654,0.1461275000000013,0
20221223,2022-12-23T00:00:00,P05L,5,1058,5290,2022-12-23T09:37:04,2022-12-23T12:46:05,0.8138854058095999,0.8138854058096,335.85702268145985,3.150149999999998,2.56386111111111,1.2041944444444428,-0.6179055555555548,0
20221226,2022-12-26T00:00:00,P03L,3,342,1026,2022-12-26T15:47:22,2022-12-26T16:42:07,0.5707405423175764,0.5707405423175764,374.7762666049758,0.9125444444444428,0.5208261111111128,0.3916738888888866,4.444444444345885e-05,0
20221227,2022-12-27T00:00:00,P03L,3,1203,3609,2022-12-27T10:38:21,2022-12-27T17:09:45,0.27722328702199484,0.27722328702199484,184.41641283931372,6.52328055555555,1.8084052777777742,4.7149280555555535,-5.277777777834558e-05,0
20221228,2022-12-28T00:00:00,P03L,3,813,2439,2022-12-28T11:09:19,2022-12-28T15:29:19,0.32881442520853915,0.32881442520853915,187.60642520597588,4.333540277777774,1.424930555555552,2.9086805555555557,-7.083333333346431e-05,0
20221230,2022-12-30T00:00:00,P05L,5,1074,5370,2022-12-30T10:58:28,2022-12-30T16:35:27,0.4343873621983425,0.4343873621983425,191.22945095771277,5.616289722222218,2.439645277777771,3.151188055555558,0.025456388888889236,0
20230102,2023-01-02T00:00:00,P05L,5,312,1560,2023-01-02T17:08:41,2023-01-02T18:03:11,0.5326758111845433,0.5326758111845433,343.4698528143615,0.9083766666666657,0.4838702777777777,0.4250186111111104,-0.0005122222222223582,0
20230111,2023-01-11T00:00:00,P03L,3,1344,4032,2023-01-11T15:12:49,2023-01-11T17:30:20,0.7945235581660588,0.7945235581660589,586.4421611964468,2.2917861111111106,1.8208780555555544,0.4707886111111104,0.00011944444444583757,0
20230113,2023-01-13T00:00:00,P03L,3,843,2529,2023-01-13T14:29:24,2023-01-13T16:44:54,0.5919258789051594,0.5919258789051594,373.2670993734485,2.258436388888886,1.3368269444444483,0.921506388888883,0.0001030555555547874,0
20230116,2023-01-16T00:00:00,P03L,3,1904,5712,2023-01-16T11:48:35,2023-01-16T18:05:21,0.37885661402313076,0.37885661402313076,303.21063809994035,6.279463055555551,2.3790161111111185,3.620983888888876,0.2794630555555564,0
20230119,2023-01-19T00:00:00,P03L,3,1123,3369,2023-01-19T15:11:28,2023-01-19T17:14:13,0.7271613461636363,0.7271613461636364,548.8926225752253,2.0459375,1.4877266666666646,0.6167177777777781,-0.05850694444444282,0
20230120,2023-01-20T00:00:00,P03L,3,1311,3933,2023-01-20T15:51:54,2023-01-20T18:54:54,0.5417730065774712,0.5417730065774712,429.81602315083325,3.0501422222222208,1.6524847222222216,1.2627930555555538,0.13486444444444534,0
20230124,2023-01-24T00:00:00,P03L,3,658,1974,2023-01-24T15:26:13,2023-01-24T16:25:43,0.6218718418711537,0.6218718418711537,663.5011618552936,0.9917088888888889,0.6167158333333287,0.3457841666666705,0.029208888888889672,0
20230127,2023-01-27T00:00:00,P03L,3,1692,5076,2023-01-27T11:05:17,2023-01-27T16:24:37,0.4619772394955214,0.46197723949552133,317.90886612504437,5.322279999999997,2.4587722222222217,2.863727777777773,-0.00021999999999833264,0
20230131,2023-01-31T00:00:00,P05L,5,855,4275,2023-01-31T13:35:45,2023-01-31T16:47:30,0.620656909342411,0.6206569093424111,267.52318121392784,3.195984722222221,1.9836100000000079,1.2125011111111013,-0.0001263888888882736,0
20230207,2023-02-07T00:00:00,P05L,5,611,3055,2023-02-07T13:40:00,2023-02-07T16:19:31,0.5642035372616608,0.5642035372616608,229.8323569602865,2.6584594444444423,1.499912222222224,1.1584791666666643,6.805555555389198e-05,0
20230210,2023-02-10T00:00:00,P03L,3,1289,3867,2023-02-10T10:39:46,2023-02-10T15:30:31,0.5020568849874323,0.5020568849874323,265.9895523265834,4.846054999999995,2.432995277777769,2.9042269444444484,-0.49116722222222187,0
